1.6126,0.7772
2.2022,0.0048
2.3971,0.0194
2.7663,0.0021
2.8592,0.0430
2.9752,0.0085
2.9774,0.0000
2.9924,0.0045
3.0798,0.0011
3.1231,0.0001
3.1238,0.0005
3.2353,0.0029
3.2987,0.0008
3.3513,0.0437
3.3584,0.0001
3.5229,0.0027
3.6461,0.0027
3.7056,0.1742
3.7167,0.0016
3.7573,0.0010
3.7759,0.0000
3.7766,0.0001
3.8181,0.1754
3.8437,0.0031
3.9162,0.0008
3.9168,0.0003
3.9782,0.0004
3.9966,0.0549
4.1407,0.0228
4.1863,0.0004
